bin	name	Chr	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
991	NM_001103284	chr1	-	53314655	53338782	53314709	53338518	19	53314655,53315046,53317301,53318880,53319082,53319833,53321246,53323031,53324453,53325831,53327395,53330660,53331109,53331401,53332669,53334018,53335287,53336491,53338416,	53314800,53315160,53317498,53318991,53319157,53320029,53321365,53323131,53324595,53325991,53327614,53330736,53331255,53331524,53332766,53334113,53335400,53336639,53338782,	0	CIP2A	cmpl	cmpl	2,2,0,0,0,2,0,2,1,0,0,2,0,0,2,0,1,0,0,
123	NM_001076092	chr1	+	53338852	53468674	53353202	53467047	33	53338852,53352350,53353132,53356532,53357026,53359456,53365145,53367748,53369059,53372250,53379704,53381161,53382695,53383465,53405806,53409955,53411001,53412019,53432217,53436887,53438796,53439012,53441267,53443808,53446114,53448580,53450950,53455859,53457985,53462127,53463012,53463241,53466936,	53339008,53352428,53353234,53356595,53357096,53359612,53365262,53367829,53369184,53372365,53379824,53381263,53382788,53383518,53405883,53409988,53411168,53412064,53432243,53437053,53438889,53439140,53441336,53443905,53446218,53448668,53451052,53455985,53458125,53462248,53463156,53463337,53468674,	0	DZIP3	cmpl	cmpl	-1,-1,0,2,2,0,0,0,0,2,0,0,0,0,2,1,1,0,0,2,0,0,2,2,0,2,0,0,0,2,0,0,0,
124	NM_001163943	chr1	+	53578752	53626467	53578893	53624673	6	53578752,53598292,53606268,53615709,53617874,53624394,	53578900,53598403,53606305,53615771,53617960,53626467,	0	TRAT1	cmpl	cmpl	0,1,1,2,1,0,
997	NM_001206470	chr1	-	54058686	54070616	54058858	54070544	7	54058686,54061471,54064758,54065418,54065781,54067353,54070520,	54058967,54061667,54065014,54065472,54065942,54067501,54070616,	0	DPPA2	cmpl	cmpl	2,1,0,0,1,0,0,
997	NM_001206481	chr1	-	54084685	54095829	54086816	54095783	8	54084685,54088568,54091977,54092377,54092514,54093776,54093812,54095762,	54086847,54088764,54092257,54092428,54092684,54093811,54093928,54095829,	0	DPPA4	cmpl	cmpl	2,1,0,0,1,2,0,0,
73	NM_001105400	chr25	-	121328	139671	121560	128173	18	121328,122147,122405,122575,122839,123307,123525,124332,124596,124794,125005,125722,125951,126150,126780,127856,128056,139648,	121980,122301,122506,122651,122934,123371,123626,124494,124671,124906,125263,125880,126074,126360,126994,127987,128195,139671,	0	RHBDF1	cmpl	cmpl	0,2,0,2,0,2,0,0,0,2,2,0,0,0,2,0,0,-1,
1017	NM_001206308	chr1	+	56636129	56727134	56636129	56726809	17	56636129,56659479,56668568,56669929,56682629,56688896,56690333,56692995,56696663,56699548,56700898,56708487,56718355,56719614,56721681,56726029,56726668,	56637464,56659863,56668712,56670067,56682758,56689052,56690444,56693085,56696807,56699689,56700998,56708695,56718446,56719761,56721901,56726115,56727134,	0	PHLDB2	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,
1017	NM_001015606	chr1	+	56737575	56750713	56737589	56750238	5	56737575,56740207,56744125,56744636,56749893,	56737731,56740391,56744237,56744774,56750713,	0	ABHD10	cmpl	cmpl	0,1,2,0,0,
853	NM_001035343	chr19	+	35165053	35212189	35165070	35211943	7	35165053,35198492,35202894,35207544,35208088,35210227,35211737,	35165090,35198671,35203004,35207761,35208181,35210380,35212189,	0	DHRS7B	cmpl	cmpl	0,2,1,0,1,1,1,
1018	NM_001205892	chr1	+	56831559	56872261	56831559	56872162	15	56831559,56835966,56837294,56839768,56841439,56843967,56852132,56856592,56858603,56861213,56862253,56863630,56865749,56867846,56871991,	56831652,56836034,56837485,56839997,56841570,56844080,56852239,56856729,56858711,56861324,56862370,56863802,56866018,56867983,56872261,	0	TMPRSS7	cmpl	cmpl	0,0,2,1,2,1,0,2,1,1,1,1,2,1,0,
1019	NM_001191208	chr1	-	56930217	56944239	56930217	56944199	6	56930217,56931421,56936677,56937693,56940590,56944170,	56930535,56931450,56936724,56937738,56940659,56944239,	0	GCSAM	cmpl	cmpl	0,1,2,2,2,0,
127	NM_001034620	chr1	+	57126574	57147990	57126675	57147886	6	57126574,57130627,57133969,57136690,57141752,57147878,	57126687,57130709,57134290,57136963,57141860,57147990,	0	CD200	cmpl	cmpl	0,0,1,1,1,1,
925	NM_001075239	chr14	-	44644665	44649809	44645698	44649756	4	44644665,44647003,44647315,44649683,	44645749,44647105,44647488,44649809,	0	PMP2	cmpl	cmpl	0,0,1,0,
1244	NM_001075240	chr8	+	86448543	86450403	86448713	86450102	1	86448543,	86450403,	0	NFIL3	cmpl	cmpl	0,
1164	NM_001075660	chr8	-	75981883	75990300	75982119	75990297	7	75981883,75982401,75983058,75984085,75985806,75986722,75990201,	75982209,75982461,75983117,75984169,75985893,75986807,75990300,	0	DCTN3	cmpl	cmpl	0,0,1,1,1,0,0,
127	NM_001098982	chr1	-	57376900	57412494	57376990	57411356	8	57376900,57378055,57380574,57388456,57390353,57401338,57409466,57411781,	57377337,57378136,57380678,57388605,57390490,57401495,57411367,57412494,	0	CCDC80	cmpl	cmpl	1,1,2,0,1,0,0,-1,
974	NM_001105462	chr16	-	51085055	51101450	51085728	51101422	16	51085055,51091476,51092713,51093574,51093935,51094255,51094556,51094825,51095357,51095831,51096066,51096423,51096959,51097133,51097898,51101220,	51085878,51091585,51092881,51093645,51093987,51094380,51094682,51094882,51095513,51095901,51096232,51096493,51097019,51097235,51097975,51101450,	0	ATAD3A	cmpl	cmpl	0,2,2,0,2,0,0,0,0,2,1,0,0,0,1,0,
1025	NM_001075828	chr1	+	57707984	57721752	57708030	57721685	6	57707984,57710671,57712456,57713587,57715797,57721603,	57708366,57710770,57712587,57713687,57715916,57721752,	0	GTPBP8	cmpl	cmpl	0,0,0,2,0,2,
1027	NM_001206219	chr1	+	57984295	58023212	57984295	58021141	18	57984295,57985068,58002983,58004869,58006294,58006945,58008911,58013166,58013740,58014244,58014797,58015399,58015766,58017990,58018933,58019342,58019911,58020953,	57984392,57985347,58003130,58005013,58006588,58007218,58009219,58013326,58013851,58014451,58014979,58015505,58015889,58018212,58019169,58019419,58020105,58023212,	0	BOC	cmpl	cmpl	0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,2,1,
590	NM_001038090	chr14	-	738120	740518	738318	740477	7	738120,738524,738876,739122,739365,739574,740348,	738423,738625,739037,739280,739492,739771,740518,	0	CYC1	cmpl	cmpl	0,1,2,0,2,0,0,
612	NM_001038100	chr16	-	3602534	3627613	3603128	3627544	13	3602534,3604459,3607485,3616754,3618767,3619056,3619475,3620340,3620853,3622105,3622860,3624608,3627375,	3603252,3604559,3607654,3616826,3618846,3619118,3619551,3620460,3620987,3622192,3623093,3624695,3627613,	0	PM20D1	cmpl	cmpl	2,1,0,0,2,0,2,2,0,0,1,1,0,
1029	NM_001205633	chr1	+	58218878	58326309	58218878	58326309	25	58218878,58260114,58261191,58270286,58276368,58277087,58279002,58280670,58281457,58292779,58300094,58301484,58302388,58303500,58305389,58306895,58307215,58310832,58311601,58316007,58318006,58323265,58323461,58324772,58326246,	58219088,58260236,58261362,58270332,58276470,58277171,58279090,58280742,58281551,58292823,58300166,58301630,58302462,58303567,58305463,58307019,58307333,58310969,58311710,58316084,58318053,58323371,58323572,58324886,58326309,	0	SIDT1	cmpl	cmpl	0,0,2,2,0,0,0,1,1,2,1,1,0,2,0,2,0,1,0,1,0,2,0,0,0,
773	NM_174306	chr5	-	24684179	24710988	24684272	24710974	4	24684179,24705916,24709999,24710888,	24684453,24706004,24710082,24710988,	0	NDUFA12	cmpl	cmpl	2,1,2,0,
128	NM_001103229	chr1	+	58518933	58618293	58581536	58617950	15	58518933,58543843,58581461,58584732,58589198,58598081,58603804,58605590,58606497,58608304,58609960,58611891,58612376,58616631,58617882,	58518970,58543926,58581580,58584865,58589358,58598219,58603923,58605733,58606601,58608481,58610018,58612002,58612482,58616677,58618293,	0	GRAMD1C	cmpl	cmpl	-1,-1,0,2,0,1,1,0,2,1,1,2,2,0,1,
1032	NM_001192314	chr1	+	58619101	58629385	58619872	58629385	5	58619101,58619820,58624647,58626921,58629117,	58619236,58620015,58625358,58627089,58629385,	0	ZDHHC23	cmpl	cmpl	-1,0,2,2,2,
1033	NM_001098908	chr1	+	58735355	58758361	58741765	58757948	8	58735355,58741743,58742731,58745003,58748281,58752749,58755314,58757826,	58735421,58741965,58742787,58745080,58748494,58752949,58755466,58758361,	0	QTRT2	cmpl	cmpl	-1,0,2,1,0,0,2,1,
1033	NM_001192895	chr1	-	58791090	58837917	58791090	58837917	7	58791090,58792963,58793110,58799239,58812529,58826421,58837647,	58791287,58793011,58793246,58799436,58812672,58826534,58837917,	0	DRD3	cmpl	cmpl	1,1,0,1,2,0,0,
589	NR_031355	chr20	-	554569	554631	554631	554631	1	554569,	554631,	0	MIR218-2	unk	unk	-1,
971	NM_182655	chr15	+	50639110	50648516	50639149	50648268	6	50639110,50640052,50641408,50646071,50647326,50647717,	50639557,50640148,50641639,50646094,50647427,50648516,	0	TRIM21	cmpl	cmpl	0,0,0,0,2,1,
16	NM_001205368	chr1	-	60476794	61192294	60484815	61191851	7	60476794,60519663,60520276,60530156,60712976,60798052,61191696,	60484913,60519812,60520397,60530291,60713102,60798285,61192294,	0	LSAMP	cmpl	cmpl	1,2,1,1,1,2,0,
1055	NM_001076358	chr19	-	61704499	61718579	61704684	61715896	11	61704499,61705134,61706075,61707232,61707951,61708964,61709759,61710020,61710920,61715722,61718455,	61704857,61705216,61706197,61707293,61708110,61709011,61709821,61710112,61711091,61715902,61718579,	0	PRKAR1A	cmpl	cmpl	1,0,1,0,0,1,2,0,0,0,-1,
1073	NM_174482	chr1	+	63981644	64010644	63995633	64009520	8	63981644,63995614,63996960,63999568,64000324,64003158,64007919,64009469,	63981754,63995702,63997161,63999643,64000447,64003338,64008003,64010644,	0	UPK1B	cmpl	cmpl	-1,0,0,0,0,0,0,0,
1073	NM_001038078	chr1	-	64019140	64049977	64019924	64038098	9	64019140,64019943,64021802,64024314,64031714,64034268,64037845,64048141,64049949,	64019941,64020050,64021907,64024437,64031902,64034501,64038237,64048210,64049977,	0	B4GALT4	cmpl	cmpl	1,2,2,2,0,1,0,-1,-1,
134	NM_001205810	chr1	+	64083126	64202212	64083126	64200956	12	64083126,64152647,64155195,64165408,64166653,64167444,64171593,64176023,64186367,64188949,64195850,64198526,	64083226,64152750,64155340,64165491,64166761,64167587,64171792,64176148,64186430,64189525,64196131,64202212,	0	ARHGAP31	cmpl	cmpl	0,1,2,0,2,2,1,2,1,1,1,0,
965	NM_001076254	chr7	-	49858044	49885951	49858907	49885855	10	49858044,49859164,49859973,49860441,49861136,49861794,49862267,49864893,49865412,49885769,	49858990,49859312,49860038,49860597,49861266,49861985,49862406,49865033,49865588,49885951,	0	ETF1	cmpl	cmpl	1,0,1,1,0,1,0,1,2,0,
767	NM_001075958	chr26	+	23887977	23900124	23888028	23898453	3	23887977,23896725,23898143,	23889093,23896850,23900124,	0	INA	cmpl	cmpl	0,0,2,
1173	NM_001076058	chr15	-	77118305	77125569	77119094	77125543	11	77118305,77120963,77121263,77121487,77122358,77122932,77123100,77123308,77124351,77124760,77125429,	77119228,77121139,77121370,77121570,77122491,77123022,77123199,77123461,77124438,77124856,77125569,	0	ACP2	cmpl	cmpl	1,2,0,1,0,0,0,0,0,0,0,
1075	NM_001080235	chr1	+	64275416	64295231	64275625	64294948	7	64275416,64279286,64282692,64283717,64289110,64292496,64294797,	64275819,64279452,64282781,64283785,64289189,64292607,64295231,	0	TIMMDC1	cmpl	cmpl	0,2,0,2,1,2,2,
1075	NM_001206439	chr1	-	64301526	64323482	64301526	64323477	5	64301526,64302796,64309131,64314305,64323377,	64301597,64302907,64309413,64314632,64323482,	0	CD80	cmpl	cmpl	1,1,1,1,0,
830	NM_001075168	chr3	+	32208918	32224613	32209105	32224172	12	32208918,32209748,32210802,32211599,32212352,32213705,32215969,32219317,32222559,32222961,32223384,32224095,	32209172,32209924,32210915,32211669,32212430,32213846,32216118,32219495,32222601,32223046,32223624,32224613,	0	DENND2D	cmpl	cmpl	0,1,0,2,0,0,0,2,0,0,1,1,
74	NM_001040584	chr1	-	1390814	1455166	1391187	1455025	3	1390814,1407056,1454980,	1391377,1407196,1455166,	0	MRPS6	cmpl	cmpl	2,0,0,
1076	NM_001099112	chr1	-	64403189	64415630	64403452	64415219	3	64403189,64409687,64414728,	64403959,64409796,64415630,	0	POPDC2	cmpl	cmpl	0,2,0,
1076	NM_001207032	chr1	-	64425087	64432940	64430853	64432913	3	64425087,64430840,64432731,	64425218,64430938,64432940,	0	COX17	cmpl	cmpl	-1,2,0,
134	NM_001103226	chr1	+	64606697	64639474	64628361	64638666	9	64606697,64628297,64631134,64632453,64633522,64636477,64636817,64637281,64638521,	64606889,64628516,64631268,64632641,64633797,64636620,64636934,64637387,64639474,	0	NR1I2	cmpl	cmpl	-1,0,2,1,0,2,1,1,2,
134	NM_001101310	chr1	-	64646723	64861271	64646831	64860841	12	64646723,64663516,64677724,64680580,64689634,64712002,64715680,64720287,64723655,64744545,64788174,64860753,	64646896,64663615,64677911,64680619,64689730,64712100,64715787,64720418,64723766,64744629,64788368,64861271,	0	GSK3B	cmpl	cmpl	1,1,0,0,0,1,2,0,0,0,1,0,
930	NR_107827	chr17	+	45319877	45319966	45319966	45319966	1	45319877,	45319966,	0	MIR2285AF-2	unk	unk	-1,
16	NM_001205643	chr1	-	64939751	65018548	64939751	65018548	9	64939751,64951518,64958808,64961572,64962668,64967763,64968128,65018106,65018452,	64941080,64951677,64959045,64961668,64962794,64967874,64968264,65018243,65018548,	0	GPR156	cmpl	cmpl	0,0,0,0,0,0,2,0,0,
1081	NM_001206760	chr1	-	65078551	65096582	65078991	65096582	4	65078551,65082507,65084138,65096082,	65079200,65082785,65084267,65096582,	0	LRRC58	cmpl	cmpl	1,2,2,0,
863	NM_001034039	chr19	+	36457710	36474465	36457828	36474238	51	36457710,36459419,36459761,36459906,36460031,36460974,36461260,36461455,36461690,36462249,36462420,36462806,36462947,36463108,36463271,36463483,36463788,36463973,36464114,36464341,36464560,36464746,36465078,36465376,36465516,36466220,36466464,36466622,36466774,36467264,36467400,36467766,36468442,36468759,36469021,36469295,36469489,36469661,36469853,36470104,36470357,36470569,36470715,36471369,36471541,36471984,36472316,36472861,36473253,36473733,36474091,	36457931,36459614,36459796,36459942,36460133,36461043,36461305,36461509,36461744,36462303,36462474,36462860,36462992,36463162,36463316,36463537,36463887,36464018,36464213,36464395,36464668,36464800,36465177,36465430,36465615,36466274,36466518,36466676,36466828,36467309,36467499,36467874,36468550,36468813,36469075,36469403,36469543,36469715,36470015,36470212,36470465,36470623,36470823,36471423,36471649,36472038,36472424,36473144,36473444,36473976,36474465,	0	COL1A1	cmpl	cmpl	0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1083	NM_001144852	chr1	-	65337968	65380604	65338165	65380527	14	65337968,65340792,65346375,65348804,65350708,65353072,65353724,65354648,65356093,65357814,65369396,65373292,65374171,65380512,	65338315,65340974,65346502,65348909,65350833,65353172,65353804,65354683,65356185,65357874,65369502,65373381,65374243,65380604,	0	HGD	cmpl	cmpl	0,1,0,0,1,0,1,2,0,0,2,0,0,0,
135	NM_001206103	chr1	+	65608794	65930952	65608794	65930004	27	65608794,65658563,65686360,65690240,65734048,65740952,65758049,65763146,65780975,65791443,65796203,65799270,65800544,65805431,65811101,65813061,65813918,65828145,65830360,65850496,65903141,65905971,65918486,65922774,65925500,65929208,65929962,	65608983,65658661,65686442,65690341,65734183,65741016,65758133,65763270,65781054,65791598,65796276,65799418,65800612,65805472,65811319,65813231,65814044,65828297,65830432,65850562,65903312,65906211,65918847,65922940,65925612,65929429,65930952,	0	STXBP5L	cmpl	cmpl	0,0,2,0,2,2,0,0,1,2,1,2,0,2,1,0,2,2,1,1,1,1,1,2,0,1,0,
1089	NM_001206393	chr1	+	66102550	66108659	66102573	66108389	3	66102550,66103584,66108170,	66102576,66105507,66108659,	0	FBXO40	cmpl	cmpl	0,0,0,
1089	NM_001035057	chr1	-	66112079	66145729	66113613	66142720	14	66112079,66113948,66114117,66114870,66115404,66116208,66116889,66117797,66131090,66132950,66135236,66142008,66142636,66145610,	66113750,66114017,66114361,66114975,66115616,66116278,66116945,66117908,66131145,66133061,66135366,66142082,66142720,66145729,	0	HCLS1	cmpl	cmpl	1,1,0,0,1,0,1,1,0,0,2,0,0,-1,
1090	NM_001046381	chr1	-	66248436	66293959	66248787	66288650	15	66248436,66249856,66251441,66261044,66262803,66267162,66267869,66270697,66276972,66282014,66285678,66288162,66288550,66293306,66293867,	66249017,66250013,66251573,66261193,66262946,66267272,66267979,66270876,66277072,66282108,66285808,66288325,66288662,66293388,66293959,	0	IQCB1	cmpl	cmpl	1,0,0,1,2,0,1,2,1,0,2,1,0,-1,-1,
136	NM_001046507	chr1	+	66294135	66349801	66294180	66349419	6	66294135,66307219,66317190,66319365,66328866,66349372,	66294286,66307314,66317327,66319511,66329124,66349801,	0	EAF2	cmpl	cmpl	0,1,0,2,1,1,
1091	NM_001079582	chr1	+	66366620	66371363	66366630	66369550	3	66366620,66368504,66369404,	66366735,66368592,66371363,	0	SLC15A2	cmpl	cmpl	0,0,1,
1092	NM_001102214	chr1	-	66482690	66517194	66483433	66517099	8	66482690,66487923,66488977,66495848,66496267,66502554,66504011,66517044,	66483475,66488759,66489109,66495995,66496387,66502704,66504182,66517194,	0	ILDR1	cmpl	cmpl	0,1,1,1,1,1,1,0,
136	NM_001038017	chr1	+	66544254	66610934	66544321	66609180	7	66544254,66580580,66594042,66596211,66599426,66606869,66609083,	66544335,66580630,66594399,66596517,66599573,66606915,66610934,	0	CD86	cmpl	cmpl	0,2,1,1,1,1,2,
1241	NM_001166610	chr2	-	86035474	86045521	86035949	86044487	12	86035474,86036196,86036653,86036949,86037752,86039952,86040383,86040873,86041722,86043102,86044313,86045412,	86036102,86036375,86036828,86037195,86037852,86040121,86040477,86040969,86041805,86043355,86044489,86045521,	0	HSPD1	cmpl	cmpl	0,1,0,0,2,1,0,0,1,0,0,-1,
163	NM_001166298	chr5	+	95273951	95362983	95274186	95362854	11	95273951,95301995,95323952,95325738,95330567,95331288,95349788,95350096,95359111,95360003,95362686,	95274292,95302215,95324036,95325877,95330708,95331433,95349989,95350237,95359297,95360110,95362983,	0	PLBD1	cmpl	cmpl	0,1,2,2,0,0,1,1,1,1,0,
690	NM_001166297	chr23	-	13836250	13870735	13836976	13870699	11	13836250,13839881,13840434,13842924,13843514,13844037,13844438,13846851,13860451,13862085,13870585,	13837737,13839929,13840555,13843035,13843627,13844149,13844500,13847016,13860619,13862212,13870735,	0	MOCS1	cmpl	cmpl	1,1,0,0,1,0,1,1,1,0,0,
970	NM_001166068	chr18	-	50493208	50508088	50493379	50507749	7	50493208,50494242,50500196,50500503,50502711,50504025,50507394,	50493538,50494396,50500344,50500581,50502829,50504186,50508088,	0	TGFB1	cmpl	cmpl	0,2,1,1,0,1,0,
136	NM_001076828	chr1	-	66958505	66988365	66958963	66982398	11	66958505,66962235,66963069,66966584,66970713,66974208,66975681,66978598,66981391,66982383,66988054,	66959334,66962410,66963206,66966950,66970777,66974424,66975909,66979449,66981425,66982463,66988365,	0	PARP9	cmpl	cmpl	1,0,1,1,0,0,0,1,0,0,-1,
1096	NM_001192396	chr1	+	66988222	66996322	66988222	66995932	5	66988222,66989432,66992845,66994784,66995862,	66988412,66989638,66994381,66995002,66996322,	0	DTX3L	cmpl	cmpl	0,1,0,0,2,
1096	NM_001206538	chr1	+	67012286	67058499	67012321	67058294	17	67012286,67018081,67018992,67022074,67024784,67030436,67034662,67035430,67038904,67041091,67041528,67041921,67045674,67048921,67050986,67057488,67058004,	67012508,67018206,67019026,67022317,67025021,67032679,67034899,67035652,67038983,67041241,67041591,67042089,67045881,67049521,67051120,67057663,67058499,	0	PARP14	cmpl	cmpl	0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,
0	NM_001014911	chr1	-	67064195	67120252	67064559	67120159	8	67064195,67065205,67068064,67073761,67075250,67088075,67100816,67120095,	67065078,67065316,67068148,67073933,67075387,67088257,67101002,67120252,	0	HSPBAP1	cmpl	cmpl	0,0,0,2,0,1,1,0,
1097	NM_001101287	chr1	+	67121599	67210226	67121698	67209305	9	67121599,67132678,67152885,67165140,67172110,67182063,67185478,67202189,67209189,	67122038,67132772,67153151,67165270,67172219,67182131,67185606,67202372,67210226,	0	SLC49A4	cmpl	cmpl	0,1,2,1,2,0,2,1,1,
137	NM_001046091	chr1	+	67411465	67504230	67411564	67504080	17	67411465,67431164,67434406,67444136,67444697,67448058,67451113,67456588,67463532,67463714,67470094,67486633,67487244,67491108,67497538,67503457,67503999,	67411612,67431291,67434494,67444220,67444743,67448151,67451174,67456656,67463624,67463786,67470231,67486704,67487405,67491239,67497609,67503592,67504230,	0	PDIA5	cmpl	cmpl	0,0,1,2,2,0,0,1,0,2,2,1,0,2,1,0,0,
137	NM_001083462	chr1	+	67572964	67637454	67572977	67636576	6	67572964,67585875,67587183,67612739,67626602,67636375,	67573159,67586039,67587378,67612855,67626668,67637454,	0	SEC22A	cmpl	cmpl	0,2,1,1,0,0,
137	NM_001192069	chr1	-	67666354	67823121	67667073	67823121	21	67666354,67668898,67672384,67673624,67679042,67680208,67682302,67685668,67686256,67696135,67699604,67700955,67702511,67707436,67709512,67710481,67712649,67714306,67728366,67732168,67821993,	67667202,67669023,67672589,67673888,67679175,67680238,67682478,67685833,67686373,67696223,67699702,67701100,67702534,67707577,67709654,67710640,67712777,67714418,67728488,67732318,67823121,	0	ADCY5	cmpl	cmpl	0,1,0,0,2,2,0,0,0,2,0,2,0,0,2,2,0,2,0,0,0,
104	NM_175772	chr25	-	33277411	33310464	33278627	33310398	35	33277411,33279686,33280374,33281126,33281391,33282315,33282652,33282887,33284382,33285045,33285693,33285840,33287563,33288336,33288831,33289141,33289795,33290849,33291591,33291736,33293272,33293583,33294055,33294939,33295516,33295778,33296820,33297568,33297713,33298024,33298755,33302186,33302716,33303825,33310316,	33278671,33279737,33280401,33281180,33281430,33282384,33282709,33282959,33284421,33285171,33285753,33285954,33287620,33288423,33288873,33289222,33289849,33291035,33291651,33291832,33293323,33293643,33294097,33295011,33295546,33295850,33296868,33297631,33297773,33298117,33298791,33302219,33302746,33303876,33310464,	0	ELN	cmpl	cmpl	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
